Name,Age,Origin,Height,Weight,Category,Wins,Losses,Weapon of Choice,Equipment Quality,Injury History,Mental Resilience,Tactical Knowledge,Battle Experience,Health Status,Training Intensity,Battle Strategy,Survived
Herennius Menenius,30,Numidia,163,58,Retiarius,7,1,Net,Superior,Low,2.0126443108104533,Intermediate,8,Excellent,Low,Balanced,True
Lucretius Junius,25,Greece,176,45,Provocator,9,2,Dagger,Standard,High,5.166222504323994,Expert,11,Excellent,Medium,Aggressive,True
Novellius Oppius,28,Germania,189,74,Thraex,11,6,Sica (Curved Sword),Standard,High,2.8313626009652726,Advanced,17,Good,Medium,Aggressive,True
Menenius Horatius,44,Thrace,151,32,Provocator,16,7,Dagger,Basic,High,1.043948929627187,Basic,23,Fair,Medium,Aggressive,True
Cocceius Nautius,32,Gaul,174,69,Retiarius,13,5,Trident,Superior,High,2.33135714361174,Intermediate,18,Good,Medium,Balanced,True
Cassius Horatius,22,Germania,173,62,Murmillo,5,0,Gladius (Sword),Basic,Low,5.033452102609954,Intermediate,5,Excellent,Medium,Balanced,True
Novellius Lollius,43,Thrace,159,52,Murmillo,9,4,Dagger,Superior,Low,5.107593243537272,Basic,13,Good,Low,Aggressive,True
Hostilius Aquillius,37,Thrace,172,69,Retiarius,5,1,Trident,Standard,Low,3.5995518712738384,Intermediate,6,Good,Medium,Balanced,True
Valerius Decimus,24,Thrace,167,82,Hoplomachus,11,7,Spear,Superior,Low,6.33739612791657,Advanced,18,Excellent,High,Aggressive,True
Latinius Nautius,42,Thrace,179,75,Murmillo,13,4,Gladius (Sword),Superior,Low,0.9961184755737,Intermediate,17,Good,Medium,Aggressive,True
Antonius Modius,21,Thrace,183,87,Provocator,5,2,Gladius (Sword),Basic,Low,5.606130794335948,Basic,7,Excellent,High,Balanced,False
Caecilius Volumnius,41,Greece,183,87,Secutor,12,2,Gladius (Sword),Superior,Low,5.32618821858907,Intermediate,14,Excellent,Low,Balanced,True
Domitius Caedicius,35,Gaul,185,100,Thraex,8,3,Dagger,Standard,High,1.2532470165015608,Basic,11,Good,Medium,Balanced,False
Terentius Avidius,37,Rome,177,102,Secutor,6,1,Dagger,Superior,Low,1.0007086610035905,Basic,7,Excellent,Medium,Aggressive,True
Iunius Galerius,39,Rome,170,85,Hoplomachus,12,4,Dagger,Standard,Low,5.961373602441312,Basic,16,Good,Medium,Aggressive,True
Mamilius Horatius,27,Greece,164,105,Secutor,5,1,Dagger,Superior,Low,1.9001762462368303,Intermediate,6,Excellent,Medium,Balanced,False
Laetorius Marcius,40,Numidia,177,89,Murmillo,8,0,Dagger,Superior,Low,5.336386614167113,Basic,8,Excellent,Medium,Balanced,True
Fidenas Aulus,20,Gaul,189,92,Provocator,5,3,Dagger,Superior,Low,2.887291680078416,Advanced,8,Excellent,Medium,Balanced,False
Sempronius Mucius,29,Gaul,192,103,Murmillo,9,1,Gladius (Sword),Standard,High,3.1748257514153924,Basic,10,Good,Medium,Balanced,True
Minicius Blossius,43,Gaul,173,115,Hoplomachus,8,4,Dagger,Standard,Low,2.704743145782459,Basic,12,Good,Medium,Aggressive,True
Cinna Hirrus,20,Gaul,184,97,Hoplomachus,2,0,Dagger,Standard,Low,7.932719314274694,Advanced,2,Excellent,Low,Balanced,False
Longinius Norbanus,34,Germania,174,98,Secutor,8,2,Gladius (Sword),Standard,Low,8.683761869415457,Advanced,10,Excellent,Medium,Aggressive,True
Volumnius Coruncanius,36,Gaul,176,87,Thraex,6,3,Sica (Curved Sword),Standard,Low,6.629226099311524,Basic,9,Excellent,Medium,Balanced,False
Nasidius Laronius,39,Germania,163,82,Thraex,13,4,Dagger,Standard,High,3.6165186462522954,Basic,17,Fair,Medium,Balanced,True
Cocceius Opimius,23,Numidia,164,61,Hoplomachus,5,3,Spear,Standard,Low,4.472935930640338,Intermediate,8,Excellent,Medium,Balanced,False
Hostilius Nasidienus,27,Gaul,176,66,Thraex,6,0,Sica (Curved Sword),Basic,Low,8.918964058521949,Intermediate,6,Excellent,Medium,Aggressive,True
Manilius Volumnius,25,Gaul,179,85,Hoplomachus,7,2,Spear,Standard,Low,8.995868760162452,Advanced,9,Excellent,Medium,Aggressive,True
Gabinius Cordius,26,Numidia,158,80,Hoplomachus,5,2,Spear,Basic,Low,4.356133458134567,Expert,7,Excellent,Medium,Aggressive,True
Terentius Nonius,26,Germania,185,116,Secutor,7,0,Dagger,Basic,High,1.1803614178096984,Basic,7,Good,Medium,Balanced,True
Cinna Cominius,38,Germania,172,76,Hoplomachus,17,1,Spear,Standard,High,6.097735653039029,Intermediate,18,Fair,Medium,Balanced,True
Perperna Marcius,23,Numidia,162,107,Provocator,5,0,Dagger,Superior,Low,6.975455045149868,Intermediate,5,Excellent,Low,Aggressive,True
Matienus Caninius,18,Gaul,162,69,Thraex,5,1,Sica (Curved Sword),Basic,Low,5.301063772386694,Expert,6,Excellent,High,Aggressive,True
Calventius Nautius,39,Thrace,168,43,Hoplomachus,12,3,Dagger,Standard,Low,6.769362945764465,Basic,15,Good,Low,Aggressive,True
Latinius Livius,33,Gaul,153,77,Provocator,5,1,Dagger,Standard,Low,2.6818949204707647,Advanced,6,Excellent,Low,Balanced,False
Iulius Opellius,27,Rome,163,110,Murmillo,3,0,Gladius (Sword),Superior,Low,3.245141145006243,Expert,3,Excellent,Low,Aggressive,True
Ollius Atilius,21,Thrace,183,72,Secutor,3,1,Gladius (Sword),Superior,Low,6.777225051460007,Expert,4,Excellent,Medium,Aggressive,True
Pettius Volumnius,37,Germania,178,74,Provocator,6,1,Gladius (Sword),Basic,Low,6.841310461150425,Basic,7,Good,Low,Balanced,True
Granius Iunius,43,Numidia,176,80,Murmillo,12,4,Dagger,Superior,Low,4.039591564273106,Basic,16,Good,Medium,Balanced,True
Gaius Caedicius,30,Greece,161,103,Secutor,8,0,Gladius (Sword),Basic,Low,3.211314203921376,Intermediate,8,Excellent,Medium,Balanced,True
Palpellius Percennius,39,Gaul,172,97,Retiarius,6,1,Net,Superior,Low,5.431309437289092,Basic,7,Excellent,Low,Aggressive,True
Numonius Galerius,41,Gaul,181,82,Secutor,6,1,Dagger,Superior,Low,4.891071089747552,Basic,7,Excellent,Medium,Balanced,True
Numicius Coruncanius,34,Germania,182,103,Secutor,5,0,Gladius (Sword),Standard,Low,7.395280501296589,Expert,5,Excellent,Medium,Balanced,True
Pinarus Modius,33,Gaul,161,72,Thraex,6,1,Dagger,Superior,Low,4.468632868521971,Advanced,7,Excellent,Medium,Balanced,True
Manilius Sextus,25,Rome,179,77,Hoplomachus,6,0,Dagger,Basic,Low,5.844537921431921,Intermediate,6,Excellent,Low,Aggressive,True
Tarquinius Decentius,35,Numidia,168,83,Thraex,14,5,Dagger,Basic,High,7.331106118329734,Basic,19,Good,Medium,Balanced,True
Fidius Flavius,33,Rome,170,70,Secutor,11,4,Gladius (Sword),Basic,High,5.309356468213071,Intermediate,15,Good,Medium,Aggressive,True
Nigidius Aemilius,42,Rome,188,64,Thraex,7,3,Sica (Curved Sword),Superior,Low,4.651012949802764,Basic,10,Good,Medium,Balanced,True
Festinius Pettius,18,Gaul,200,80,Retiarius,3,0,Net,Superior,Low,1.737999153104829,Intermediate,3,Excellent,Medium,Balanced,False
Nasennius Domitius,24,Thrace,188,81,Retiarius,13,5,Trident,Basic,Low,7.610839629442528,Basic,18,Excellent,Medium,Balanced,True
Lollius Laetorius,20,Gaul,183,58,Secutor,6,0,Gladius (Sword),Standard,Low,4.623165948964503,Intermediate,6,Excellent,Medium,Balanced,True
Nigidius Papinius,38,Numidia,187,50,Retiarius,6,0,Net,Standard,Low,5.049506755493898,Basic,6,Good,Low,Balanced,False
Baebius Gnaeus,25,Rome,150,46,Secutor,2,0,Dagger,Standard,Low,6.053036590044251,Advanced,2,Excellent,Medium,Defensive,False
Spurius Albinius,39,Rome,179,114,Secutor,5,0,Gladius (Sword),Standard,Low,0.9675184871801408,Basic,5,Good,Medium,Balanced,True
Aquillius Tarquinius,40,Numidia,171,50,Hoplomachus,8,1,Dagger,Standard,Low,3.2714158098323702,Basic,9,Good,Medium,Balanced,True
Lartius Fabius,36,Numidia,177,94,Hoplomachus,9,2,Dagger,Standard,Low,4.769645833742553,Expert,11,Excellent,Low,Balanced,True
Cordius Claudius,32,Numidia,169,84,Hoplomachus,10,1,Spear,Standard,Low,4.726710564179734,Intermediate,11,Excellent,Low,Balanced,True
Horatius Lentulus,45,Germania,170,105,Provocator,11,3,Dagger,Basic,Low,6.648556407483667,Basic,14,Good,Medium,Aggressive,True
Horatius Iulius,41,Greece,187,76,Provocator,10,6,Dagger,Standard,Low,5.026120628717552,Basic,16,Good,Low,Balanced,True
Numitorius Percennius,29,Germania,169,90,Murmillo,5,1,Dagger,Superior,Low,6.130079499357271,Intermediate,6,Excellent,Medium,Aggressive,True
Mescinius Aemilius,36,Thrace,164,97,Secutor,7,1,Dagger,Superior,Low,2.1796282127028936,Intermediate,8,Excellent,Medium,Aggressive,True
Agrippa Spurius,22,Greece,179,97,Hoplomachus,3,0,Spear,Standard,Low,4.14456705116888,Intermediate,3,Excellent,Medium,Balanced,False
Memmius Messalla,44,Gaul,178,122,Secutor,10,5,Gladius (Sword),Standard,Low,3.9347973927160087,Basic,15,Good,Medium,Balanced,True
Fulvius Considius,41,Numidia,172,109,Thraex,11,4,Sica (Curved Sword),Standard,High,1.7781786289559234,Basic,15,Fair,Medium,Balanced,True
Menenius Cominius,25,Germania,158,89,Hoplomachus,5,1,Spear,Superior,Low,8.927844656812379,Intermediate,6,Excellent,Medium,Balanced,True
Quintus Lucius,38,Numidia,169,57,Secutor,10,1,Dagger,Standard,High,0.9970738128979192,Basic,11,Fair,Medium,Balanced,False
Hostilius Hirrus,30,Greece,165,75,Provocator,9,1,Dagger,Superior,Low,10.452072724732172,Advanced,10,Excellent,Medium,Defensive,True
Aquillius Matienus,33,Numidia,188,51,Secutor,6,2,Dagger,Superior,Low,6.117468651712391,Intermediate,8,Excellent,Medium,Balanced,True
Pinarus Papirius,36,Greece,183,95,Thraex,6,0,Sica (Curved Sword),Standard,Low,3.1906361236279484,Intermediate,6,Good,Medium,Balanced,False
Cosconius Ollius,37,Germania,188,65,Retiarius,9,0,Trident,Superior,Low,2.8625461368865643,Basic,9,Excellent,Medium,Balanced,True
Musonius Avidius,34,Thrace,177,68,Retiarius,5,0,Trident,Superior,Low,4.961404569483606,Basic,5,Excellent,Low,Balanced,False
Aquillius Tiberius,33,Greece,178,82,Secutor,3,0,Gladius (Sword),Superior,Low,7.563418702830054,Intermediate,3,Excellent,Medium,Aggressive,True
Nonius Furius,36,Gaul,150,65,Secutor,6,1,Gladius (Sword),Standard,Low,8.74484350284088,Intermediate,7,Excellent,Low,Balanced,True
Orchius Fidius,26,Rome,182,67,Murmillo,9,0,Gladius (Sword),Superior,Low,4.122441916584497,Expert,9,Excellent,Medium,Aggressive,True
Ofilius Aelius,30,Germania,171,102,Murmillo,8,1,Dagger,Superior,Low,4.641790058790419,Advanced,9,Excellent,Low,Balanced,True
Cestius Acilius,30,Rome,172,97,Provocator,14,4,Gladius (Sword),Basic,High,3.4553355333215143,Advanced,18,Good,Low,Balanced,True
Murena Munatius,19,Germania,172,92,Murmillo,3,0,Gladius (Sword),Standard,Low,8.553164111678107,Advanced,3,Excellent,Medium,Balanced,True
Pettius Latinius,18,Rome,183,83,Provocator,2,0,Gladius (Sword),Basic,Low,8.367768559707088,Intermediate,2,Excellent,Medium,Aggressive,False
Cominius Fundanus,39,Greece,176,99,Secutor,8,2,Dagger,Superior,Low,3.594828191065083,Intermediate,10,Excellent,Medium,Balanced,True
Oppius Paelignus,39,Greece,174,90,Provocator,12,2,Dagger,Standard,High,4.672745912427588,Basic,14,Fair,Medium,Aggressive,True
Ovidius Volumnius,40,Rome,172,70,Provocator,11,2,Gladius (Sword),Standard,High,1.8610764637117676,Basic,13,Fair,Medium,Aggressive,True
Cornelius Octavenus,44,Greece,178,85,Thraex,12,0,Sica (Curved Sword),Standard,Low,1.2939861937965011,Basic,12,Good,Low,Aggressive,True
Fabius Avidius,19,Rome,171,95,Secutor,6,0,Gladius (Sword),Basic,Low,5.179123157805569,Intermediate,6,Excellent,High,Balanced,True
Granius Fulcinia,18,Thrace,165,76,Thraex,6,0,Sica (Curved Sword),Standard,Low,5.900274791896045,Intermediate,6,Excellent,Medium,Aggressive,True
Spurius Didius,27,Germania,181,80,Secutor,3,0,Dagger,Superior,Low,5.409588230786462,Advanced,3,Excellent,Medium,Balanced,True
Munatius Fabius,44,Germania,167,61,Murmillo,10,0,Dagger,Basic,Low,3.4321841644092657,Basic,10,Good,Low,Balanced,True
Laberius Didius,23,Numidia,190,73,Secutor,3,0,Dagger,Superior,Low,2.4959780698240768,Advanced,3,Excellent,Medium,Balanced,False
Junius Laronius,37,Thrace,167,99,Secutor,6,1,Gladius (Sword),Basic,Low,6.97310433986023,Advanced,7,Good,Low,Aggressive,True
Pedius Numicius,43,Gaul,174,93,Provocator,9,3,Gladius (Sword),Basic,Low,3.0969803086203647,Basic,12,Good,Medium,Aggressive,True
Ollius Marcus,29,Numidia,169,97,Thraex,6,3,Sica (Curved Sword),Basic,Low,4.493041164379696,Intermediate,9,Excellent,Medium,Balanced,True
Herennius Petreius,24,Numidia,169,103,Hoplomachus,9,2,Spear,Standard,Low,5.6924969054534005,Expert,11,Excellent,Medium,Aggressive,True
Sextus Mescinius,29,Numidia,180,76,Provocator,9,1,Dagger,Standard,Low,3.409960807923799,Advanced,10,Excellent,Medium,Aggressive,True
Cestius Perperna,45,Rome,174,65,Hoplomachus,11,2,Spear,Standard,High,1.0010183942801127,Basic,13,Fair,Medium,Aggressive,True
Latinius Cornificius,19,Rome,165,64,Provocator,5,3,Dagger,Standard,Low,6.504300139891371,Advanced,8,Excellent,Medium,Aggressive,True
Hordeonius Paternus,43,Gaul,169,77,Hoplomachus,14,3,Dagger,Standard,Low,5.643626143425382,Intermediate,17,Good,Medium,Balanced,True
Cantilius Cominius,42,Rome,197,63,Retiarius,5,2,Trident,Basic,Low,5.551542420437428,Basic,7,Good,Medium,Aggressive,True
Genucius Titus,32,Numidia,176,76,Secutor,12,4,Dagger,Standard,Low,6.106941861308371,Advanced,16,Excellent,Low,Balanced,True
Cilnius Lartius,30,Germania,166,83,Secutor,7,2,Gladius (Sword),Standard,Low,6.979571432900003,Expert,9,Excellent,Low,Balanced,True
Fidius Oppius,35,Thrace,187,75,Hoplomachus,14,2,Spear,Standard,Low,4.9650383292195,Intermediate,16,Excellent,Medium,Balanced,True
Claudius Decimus,33,Germania,189,79,Retiarius,9,1,Net,Basic,Low,2.3938079387402764,Intermediate,10,Excellent,Medium,Balanced,True
Persius Sulpicius,27,Thrace,175,116,Secutor,10,2,Dagger,Basic,Low,8.78495990049128,Expert,12,Excellent,Medium,Balanced,True
Cordius Blaesus,44,Gaul,190,81,Secutor,10,4,Gladius (Sword),Superior,Low,2.66478615666798,Basic,14,Good,Low,Balanced,True
Didius Ostorius,43,Thrace,167,81,Provocator,6,0,Dagger,Standard,Low,5.446124682917524,Basic,6,Good,Low,Aggressive,True
Ninnius Nasennius,38,Germania,175,78,Murmillo,12,3,Dagger,Standard,High,2.8753283630813145,Basic,15,Fair,Low,Balanced,True
Cilnius Betilienus,28,Numidia,174,87,Secutor,2,0,Dagger,Superior,Low,4.373364151268646,Expert,2,Excellent,Medium,Balanced,False
Cornificius Laetorius,29,Germania,168,70,Thraex,5,1,Dagger,Superior,High,2.315780491857217,Intermediate,6,Excellent,Medium,Balanced,True
Antonius Lentulus,20,Rome,161,79,Secutor,3,0,Dagger,Basic,Low,7.608127728320377,Advanced,3,Excellent,High,Balanced,False
Orbilius Atilius,24,Numidia,181,103,Provocator,7,2,Dagger,Superior,Low,9.844886435226584,Intermediate,9,Excellent,Medium,Balanced,True
Cispius Octavius,35,Greece,182,72,Murmillo,11,3,Gladius (Sword),Standard,Low,6.482900532678078,Basic,14,Excellent,Low,Aggressive,True
Persius Pedius,45,Rome,173,71,Provocator,9,0,Gladius (Sword),Superior,Low,3.277059851492726,Basic,9,Good,Medium,Balanced,True
Gaius Burrienus,28,Thrace,176,64,Hoplomachus,9,0,Spear,Superior,Low,4.717069066464393,Expert,9,Excellent,Medium,Aggressive,True
Perperna Cornificius,43,Thrace,176,73,Hoplomachus,9,5,Spear,Standard,Low,3.2317936750357874,Basic,14,Good,Low,Aggressive,True
Sulpicius Baebius,22,Germania,170,92,Hoplomachus,9,0,Spear,Superior,Low,7.257820606828609,Advanced,9,Excellent,Medium,Balanced,True
Bruttius Ostorius,41,Germania,179,64,Hoplomachus,17,3,Spear,Standard,Low,5.692034079333398,Intermediate,20,Good,Medium,Balanced,True
Marcius Tiberius,18,Thrace,187,104,Retiarius,4,2,Net,Basic,Low,6.175774263337187,Intermediate,6,Excellent,Medium,Balanced,False
Herennius Gnaeus,45,Thrace,203,75,Provocator,15,7,Gladius (Sword),Basic,High,6.744421950019624,Basic,22,Fair,Low,Balanced,True
Paternus Egnatius,24,Rome,190,86,Thraex,4,0,Dagger,Basic,Low,3.831193119510892,Intermediate,4,Excellent,Medium,Aggressive,False
Musonius Petilius,22,Rome,188,95,Secutor,3,0,Gladius (Sword),Standard,Low,8.818484615872697,Expert,3,Excellent,Medium,Balanced,True
Orchius Munatius,20,Gaul,177,62,Thraex,6,2,Sica (Curved Sword),Superior,Low,10.340831414760611,Basic,8,Excellent,High,Balanced,True
Foslius Spurius,39,Greece,164,75,Provocator,5,0,Gladius (Sword),Standard,Low,1.3180107674231245,Basic,5,Good,Low,Aggressive,True
Lacerius Oppius,44,Gaul,177,85,Secutor,14,5,Gladius (Sword),Superior,Low,4.355702464241917,Basic,19,Good,Medium,Aggressive,True
Cornelius Appius,20,Thrace,163,80,Thraex,7,1,Sica (Curved Sword),Superior,Low,4.417247912946161,Advanced,8,Excellent,Medium,Balanced,True
Petreius Cassius,38,Numidia,174,69,Hoplomachus,8,1,Spear,Standard,Low,2.0151741364953533,Basic,9,Good,Medium,Balanced,True
Paconius Balbus,44,Thrace,182,85,Retiarius,13,7,Net,Standard,Low,5.331065118426339,Basic,20,Good,Medium,Balanced,True
Norbanus Musonius,27,Greece,175,65,Thraex,6,2,Sica (Curved Sword),Superior,Low,6.220852527404972,Advanced,8,Excellent,Medium,Aggressive,True
Herennius Pacilius,41,Gaul,170,85,Retiarius,15,1,Trident,Basic,Low,3.095175010515528,Basic,16,Good,Medium,Balanced,True
Menenius Aemilius,37,Germania,182,92,Thraex,17,0,Dagger,Standard,High,0.9897005071332616,Basic,17,Fair,Medium,Balanced,True
Gabinius Fannius,38,Germania,178,71,Provocator,11,2,Gladius (Sword),Superior,High,4.782434118837466,Basic,13,Good,Low,Aggressive,True
Gnaeus Pedius,29,Thrace,183,107,Secutor,9,5,Gladius (Sword),Superior,High,1.6886053325659824,Intermediate,14,Excellent,Medium,Balanced,True
Pedius Gnaeus,22,Germania,184,85,Provocator,4,2,Dagger,Standard,Low,2.6653531871363105,Expert,6,Excellent,High,Balanced,False
Pilus Nonius,26,Numidia,189,69,Provocator,8,1,Dagger,Standard,Low,3.798479833206537,Intermediate,9,Excellent,Medium,Aggressive,True
Messalla Gaius,21,Thrace,186,86,Murmillo,3,0,Gladius (Sword),Basic,Low,6.244860274770219,Expert,3,Excellent,High,Balanced,False
Lamponius Opimius,22,Greece,181,97,Secutor,3,1,Dagger,Basic,Low,4.334966045407503,Advanced,4,Excellent,High,Aggressive,False
Novellius Ninnius,22,Rome,190,73,Retiarius,6,2,Net,Superior,Low,6.207263692350701,Advanced,8,Excellent,High,Balanced,True
Spurius Claudius,30,Germania,190,108,Secutor,8,2,Dagger,Standard,Low,6.048328281650071,Basic,10,Excellent,Low,Aggressive,True
Cornelius Balbus,33,Greece,181,72,Provocator,12,3,Dagger,Basic,High,0.9634207705999124,Intermediate,15,Good,Medium,Aggressive,False
Lucius Cosconius,23,Germania,185,81,Retiarius,8,2,Net,Basic,Low,7.67175153875031,Intermediate,10,Excellent,High,Balanced,True
Aemilius Petreius,30,Numidia,182,91,Provocator,6,0,Gladius (Sword),Superior,Low,7.341827364056725,Expert,6,Excellent,Medium,Aggressive,True
Cosconius Bruttius,35,Greece,170,75,Retiarius,10,1,Trident,Standard,Low,5.513282349546158,Intermediate,11,Excellent,Medium,Balanced,False
Fannius Murena,39,Rome,174,84,Hoplomachus,9,0,Spear,Basic,Low,3.142374479276891,Basic,9,Good,Medium,Balanced,True
Didius Publius,36,Greece,181,68,Retiarius,5,1,Trident,Standard,Low,5.461740258328554,Basic,6,Excellent,Medium,Balanced,False
Murena Orbilius,36,Greece,180,71,Hoplomachus,5,1,Spear,Superior,Low,6.902833414123255,Basic,6,Excellent,Medium,Aggressive,True
Matienus Ninnius,45,Germania,173,59,Retiarius,15,7,Trident,Standard,Low,9.00907583095386,Basic,22,Good,Low,Balanced,True
Hortensius Spurius,23,Greece,161,82,Provocator,7,0,Dagger,Standard,Low,3.084755403315098,Intermediate,7,Excellent,High,Balanced,True
Julius Fulvius,20,Thrace,168,57,Provocator,7,0,Gladius (Sword),Basic,Low,9.6631631212712,Intermediate,7,Excellent,Medium,Balanced,True
Numicius Pedius,43,Gaul,188,75,Retiarius,13,2,Net,Superior,High,2.6596303291340937,Basic,15,Fair,Medium,Balanced,True
Aquillius Aemilius,41,Rome,168,95,Secutor,11,2,Dagger,Superior,Low,1.768985019184994,Basic,13,Good,Low,Balanced,True
Cantilius Petreius,19,Rome,159,80,Provocator,6,3,Gladius (Sword),Standard,High,3.5201022419556303,Advanced,9,Excellent,Medium,Balanced,True
Petilius Servius,37,Numidia,180,84,Secutor,8,1,Gladius (Sword),Superior,Low,2.4465217807472004,Basic,9,Excellent,Low,Balanced,True
Geminius Lucius,31,Greece,175,62,Secutor,10,2,Gladius (Sword),Standard,High,1.64146890261677,Advanced,12,Good,Medium,Balanced,True
Musonius Cantilius,27,Germania,173,97,Secutor,2,0,Dagger,Basic,Low,3.77615839389341,Basic,2,Excellent,Medium,Balanced,False
Avidius Fulcinia,18,Germania,171,78,Provocator,5,1,Gladius (Sword),Superior,Low,3.784693826020308,Expert,6,Excellent,High,Balanced,True
Lucius Marius,23,Thrace,170,88,Murmillo,6,1,Gladius (Sword),Superior,Low,10.00036650739331,Intermediate,7,Excellent,Medium,Balanced,True
Iuventius Paternus,24,Gaul,172,90,Secutor,7,1,Dagger,Basic,Low,0.8953999656914369,Intermediate,8,Excellent,Medium,Aggressive,False
Acilius Aelius,39,Germania,178,65,Murmillo,12,5,Gladius (Sword),Basic,High,1.375416201820132,Basic,17,Fair,Medium,Balanced,True
Cornificius Paelignus,23,Thrace,149,102,Thraex,6,1,Dagger,Basic,Low,3.82375991735846,Advanced,7,Excellent,High,Defensive,True
Laecanius Pilus,42,Thrace,164,64,Hoplomachus,12,1,Spear,Superior,High,4.800894960432227,Basic,13,Fair,Low,Aggressive,True
Tarquinius Spurius,29,Numidia,178,71,Hoplomachus,4,1,Spear,Basic,Low,3.789160755211431,Advanced,5,Excellent,Medium,Balanced,False
Pinarus Munatius,39,Numidia,177,59,Hoplomachus,10,3,Spear,Basic,High,3.050480464005338,Basic,13,Fair,Low,Aggressive,True
Cestius Horatius,43,Greece,170,78,Provocator,11,8,Gladius (Sword),Superior,High,3.3753476134344407,Basic,19,Fair,Medium,Aggressive,True
Valerius Gracchus,43,Thrace,178,75,Provocator,21,1,Dagger,Basic,Low,1.2735062294014736,Basic,22,Good,Low,Balanced,True
Nautius Gaius,35,Gaul,176,91,Murmillo,10,7,Dagger,Basic,High,2.509033156994507,Intermediate,17,Good,Low,Aggressive,True
Fidius Ofilius,41,Greece,176,70,Provocator,15,1,Dagger,Basic,Low,1.7797682867929256,Basic,16,Good,Medium,Aggressive,True
Balbus Tarquinius,31,Numidia,165,83,Provocator,10,2,Dagger,Basic,High,0.9896115595403704,Expert,12,Good,Medium,Aggressive,True
Ollius Cispius,43,Rome,193,104,Retiarius,7,2,Trident,Basic,Low,3.785501890946215,Basic,9,Good,Medium,Balanced,True
Flavius Calventius,22,Greece,162,73,Thraex,4,2,Dagger,Basic,Low,2.750873305995105,Expert,6,Excellent,Medium,Aggressive,False
Pacilius Cicereius,33,Gaul,186,72,Murmillo,6,0,Dagger,Basic,Low,5.2453537790926,Intermediate,6,Excellent,Medium,Aggressive,True
Oppius Fabrinius,22,Rome,151,65,Thraex,10,1,Dagger,Standard,Low,4.868975095267856,Intermediate,11,Excellent,Low,Aggressive,True
Marius Petilius,39,Greece,161,82,Thraex,11,3,Dagger,Standard,Low,4.0797833492666005,Basic,14,Good,Medium,Balanced,True
Iulius Antonius,41,Greece,172,82,Hoplomachus,7,1,Dagger,Standard,Low,2.5510852136236544,Basic,8,Good,Medium,Aggressive,True
Ofilius Tiberius,42,Gaul,192,75,Hoplomachus,7,3,Spear,Standard,Low,7.2598687343545665,Basic,10,Good,Low,Balanced,True
Opellius Nasennius,41,Numidia,188,84,Retiarius,5,0,Net,Standard,Low,6.291795734776006,Basic,5,Good,Medium,Balanced,True
Junius Galerius,32,Rome,182,106,Hoplomachus,6,1,Spear,Superior,Low,5.338495355153171,Advanced,7,Excellent,Low,Balanced,True
Matinius Blossius,30,Numidia,188,78,Provocator,8,1,Gladius (Sword),Basic,Low,10.24865105437448,Advanced,9,Excellent,Low,Balanced,True
Cloelius Terentius,38,Germania,186,69,Retiarius,6,1,Trident,Standard,Low,9.786097822699128,Intermediate,7,Good,Medium,Aggressive,True
Baebius Baebius,25,Germania,171,97,Provocator,6,2,Dagger,Basic,Low,5.513757085882671,Expert,8,Excellent,Low,Defensive,True
Sextus Papirius,23,Numidia,162,67,Retiarius,3,0,Net,Basic,Low,7.485821028090301,Intermediate,3,Excellent,Medium,Aggressive,False
Foslius Cosconius,22,Greece,172,50,Retiarius,7,1,Trident,Basic,Low,6.2497790224774565,Advanced,8,Excellent,High,Aggressive,True
Flavius Perperna,21,Germania,171,88,Hoplomachus,5,1,Spear,Standard,Low,8.288450677945917,Advanced,6,Excellent,Medium,Balanced,True
Iuventius Matienus,41,Gaul,193,81,Provocator,12,5,Dagger,Superior,High,2.2421496775689067,Advanced,17,Fair,Low,Balanced,True
Fannius Latinius,31,Gaul,179,96,Murmillo,8,1,Dagger,Superior,Low,4.921451146729836,Expert,9,Excellent,Medium,Balanced,True
Valerius Ostorius,21,Germania,171,58,Hoplomachus,3,0,Spear,Superior,Low,8.152806939062538,Expert,3,Excellent,High,Balanced,True
Cornificius Sempronius,28,Gaul,175,54,Retiarius,8,1,Trident,Standard,Low,5.15765626858417,Advanced,9,Excellent,Medium,Aggressive,True
Curtius Lacerius,39,Germania,159,95,Secutor,6,0,Gladius (Sword),Standard,Low,1.0175316565345631,Basic,6,Good,Medium,Aggressive,True
Herennius Cinna,28,Greece,187,87,Secutor,9,1,Dagger,Standard,High,5.135168395553452,Expert,10,Good,Medium,Balanced,True
Servius Cispius,28,Greece,171,102,Murmillo,3,0,Dagger,Superior,Low,3.921965780794467,Basic,3,Excellent,Medium,Aggressive,False
Geminius Palpellius,23,Germania,162,104,Murmillo,7,2,Dagger,Basic,Low,6.5044714894359625,Basic,9,Excellent,Low,Balanced,True
Sulpicius Caelius,44,Rome,162,56,Hoplomachus,11,1,Spear,Basic,High,0.9402364277699596,Basic,12,Fair,Medium,Balanced,True
Fidius Fulcinia,44,Thrace,179,100,Secutor,12,4,Dagger,Standard,Low,0.9385579180935492,Basic,16,Good,Low,Balanced,True
Perperna Latinius,23,Rome,175,70,Thraex,9,4,Dagger,Standard,Low,6.63222395020856,Expert,13,Excellent,High,Aggressive,True
Coruncanius Coruncanius,25,Rome,190,65,Thraex,4,0,Sica (Curved Sword),Standard,Low,3.1257769752709463,Intermediate,4,Excellent,Medium,Aggressive,True
